name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
tensorflow-wavelets,Tensorflow wavelet Layers,0,0,Jupyter Notebook,"Wavelets, Tensorflow",Pypi,https://pypi.org/project/tensorflow-wavelets/,https://https://github.com/Timorleiderman/tensorflow-wavelets,https://github.com/Timorleiderman/tensorflow-wavelets,,8
tensorflow-constrained-optimization,A library for performing constrained optimization in TensorFlow,234,40,Python,"tensorflow, machine, learning, optimizer, constraint, rate",Pypi,https://pypi.org/project/tensorflow-constrained-optimization/,https://github.com/google-research/tensorflow_constrained_optimization,https://github.com/google-research/tensorflow_constrained_optimization,,8
seq2seq-lstm,Sequence-to-sequence classifier based on LSTM with the simple sklearn-like interface,12,10,Python,"seq2seq, sequence-to-sequence, lstm, nlp, keras, scikit-learn",Pypi,https://pypi.org/project/seq2seq-lstm/,https://github.com/bond005/seq2seq,https://github.com/bond005/seq2seq,,8
pandas-tfrecords,Converter pandas to tfrecords & tfrecords to pandas,20,5,Python,,Pypi,https://pypi.org/project/pandas-tfrecords/,https://github.com/schipiga/pandas-tfrecords/,https://github.com/schipiga/pandas-tfrecords,,8
sensai,Library for sensible AI,12,2,Python,"artificial-intelligence, machine-learning, python",Pypi,https://pypi.org/project/sensai/,https://github.com/jambit/sensAI,https://github.com/jambit/sensAI,,8
esinet,Solves the M/EEG inverse problem using artificial neural networks with Python 3 and the MNE library.,22,4,Jupyter Notebook,"anns, convdip, eeg, esinet, inverse, inverse-solutions, meg, mne-python, neural-network, simulate-data, solutions",Pypi,https://pypi.org/project/esinet/,https://github.com/LukeTheHecker/esinet,https://github.com/LukeTheHecker/esinet,,8
tw-tradingview,This package is specially designed for Taiwan stock market.,1,0,Python,,Pypi,https://pypi.org/project/tw-tradingview/,https://github.com/taiwan-tradingview/tw-tradingview,https://github.com/taiwan-tradingview/tw-tradingview,,8
ceml,Counterfactuals for explaining machine learning models - A Python toolbox,20,7,Python,"machine, learning, counterfactual, counterfactual-explanations, explainable-ai, machine-learning, python, xai",Pypi,https://pypi.org/project/ceml/,https://github.com/andreArtelt/ceml,https://github.com/andreArtelt/ceml,,8
orthoseg,Package to make it easier to segment orthophotos.,15,3,Python,"aerial-imagery, drone, image-segmentation, keras-tensorflow, neural-network, python, satellite-imagery, segment-orthophotos, segmentation, wms",Pypi,https://pypi.org/project/orthoseg/,https://github.com/orthoseg/orthoseg,https://github.com/orthoseg/orthoseg,,8
twitter-nlp-toolkit,"Tools for collecting , processing and analyzing twitter data",16,2,Jupyter Notebook,"twitter, sentiment, analysis",Pypi,https://pypi.org/project/twitter-nlp-toolkit/,https://github.com/eschibli/twitter-toolbox,https://github.com/eschibli/twitter-toolbox,,8
spacy-combo,COMBO wrapper for spaCy,0,1,Python,"NLP, COMBO, spaCy",Pypi,https://pypi.org/project/spacy-combo/,https://github.com/KoichiYasuoka/spaCy-COMBO,https://github.com/KoichiYasuoka/spaCy-COMBO,,8
ML-IIITL,A helping package for ML written by Sankalp,0,0,Python,"optimisers, machine, learning, development",Pypi,https://pypi.org/project/ML-IIITL/,https://github.com/Sankalp7943/optimisers-pypi-dev,https://github.com/Sankalp7943/optimisers-pypi-dev,,8
WHU-ScoreChecker,"A simple, open-source and model-driven score checker for WHU.",1,0,Python,"score-checker, whu",Pypi,https://pypi.org/project/WHU-ScoreChecker/,https://github.com/T0nyX1ang/WHU-ScoreChecker,https://github.com/T0nyX1ang/WHU-ScoreChecker,,8
DRecPy,Deep Recommenders with Python: A Python framework for building Deep Learning based Recommender Systems,27,3,Python,"recommender, recommendation, system, machine, learning, deep",Pypi,https://pypi.org/project/DRecPy/,https://github.com/fabioiuri/DRecPy,https://github.com/fabioiuri/DRecPy,,8
top-hat,Recommendation system in TensorFlow,9,1,Python,"deep-learning, factorization, machine-learning, python3, recommender-system, recsys, representation-learning, tensorflow",Pypi,https://pypi.org/project/top-hat/,https://github.com/gilt/tophat,https://github.com/gilt/tophat,,8
afqinsight,AFQ-Insight: Statistical Learning for Tractometry,4,7,Python,"afq, statistical-learning",Pypi,https://pypi.org/project/afqinsight/,https://richford.github.io/AFQ-Insight,https://github.com/richford/AFQ-Insight,,8
kerastuner-tensorboard-logger,Simple integration of keras-tuner (hyperparameter tuning) and tensorboard dashboard (interactive visualization).,4,0,Python,"tensorflow2, keras-tuner, tensorboard",Pypi,https://pypi.org/project/kerastuner-tensorboard-logger/,https://github.com/tokusumi/kerastuner-tensorboard-logger,https://github.com/tokusumi/kerastuner-tensorboard-logger,,8
ospark,Ospark is an opensource for quickly builder of former model series.,5,0,Python,"text, recognition, NLP, attention, tensorflow, transformer, text-recognition",Pypi,https://pypi.org/project/ospark/,,https://github.com/ospark-org/Ospark,,8
ChronoNLP,Chrono is a hybrid rule-based and machine learning system that identifies temporal expressions in text and normalizes them into the Semantically Compositional Annotations for Temporal Expressions (SCATE) schema developed by Bethard and Parker. Chrono has emerged as the top performing system for SemEval 2018 Task 6: Parsing Time Normalizations.,2,4,Python,,Pypi,https://pypi.org/project/ChronoNLP/,https://github.com/AmyOlex/Chrono,https://github.com/AmyOlex/Chrono,,8
keras-openmax,Keras implementation of Openmax,2,1,Python,,Pypi,https://pypi.org/project/keras-openmax/,https://github.com/DietmarKracht/Keras-Openmax,https://github.com/DietmarKracht/Keras-Openmax,,8
panoptes-he,A multi-resolution CNN to predict cancer histopathologic features,0,0,Python,"cancer, cnn, pathology, pathology-image",Pypi,https://pypi.org/project/panoptes-he/,https://github.com/rhong3/panoptes-he/,https://github.com/rhong3/panoptes-he,,8
modelai,A framework to help you build model much more easily.,150,19,Python,"deep-learning, keras, modelzoo, tensorflow",Pypi,https://pypi.org/project/modelai/,https://github.com/ModelZoo/ModelZoo,https://github.com/ModelZoo/ModelZoo,,8
med-dataloader,A general-purpose Dataloader for Tensorflow 2.x. It supports many medical image formats.,1,1,Python,med_dataloader,Pypi,https://pypi.org/project/med-dataloader/,https://github.com/mrossi93/med_dataloader,https://github.com/mrossi93/med_dataloader,,8
qonic-misc,Python library with miscellaneous tools to be used in conjunction with the qonic framework,1,1,Python,"qonic, qonic_misc",Pypi,https://pypi.org/project/qonic-misc/,https://github.com/Qonic-Team/qonic-misc.git,https://github.com/Qonic-Team/qonic-misc,,8
hybridbackend-cpu,A high-performance framework for training wide-and-deep recommender systems on heterogeneous cluster,117,18,Python,"deep, learning, recommendation, system, deep-learning, gpu, hybrid-parallelism, parquet, recommender-system",Pypi,https://pypi.org/project/hybridbackend-cpu/,https://github.com/alibaba/HybridBackend,https://github.com/alibaba/HybridBackend,,8
tfdsio,tfdsio,1,0,Python,,Pypi,https://pypi.org/project/tfdsio/,http://github.com/trisongz/tfdsio,https://github.com/trisongz/tfdsio,,8
WHU-ScoreChecker,"A simple, open-source and model-driven score checker for WHU.",1,0,Python,"score-checker, whu",Pypi,https://pypi.org/project/WHU-ScoreChecker/,https://github.com/T0nyX1ang/WHU-ScoreChecker,https://github.com/T0nyX1ang/WHU-ScoreChecker,,8
DRecPy,Deep Recommenders with Python: A Python framework for building Deep Learning based Recommender Systems,27,3,Python,"recommender, recommendation, system, machine, learning, deep",Pypi,https://pypi.org/project/DRecPy/,https://github.com/fabioiuri/DRecPy,https://github.com/fabioiuri/DRecPy,,8
top-hat,Recommendation system in TensorFlow,9,1,Python,"deep-learning, factorization, machine-learning, python3, recommender-system, recsys, representation-learning, tensorflow",Pypi,https://pypi.org/project/top-hat/,https://github.com/gilt/tophat,https://github.com/gilt/tophat,,8
chesspos,"A library for manipulating, learning and searching chess positions",7,3,Python,"chess-database, embeddings, faiss, metric-learning, similarity-search, tensorflow, triplet-loss",Pypi,https://pypi.org/project/chesspos/,https://github.com/patrickfrank1/chesspos/,https://github.com/patrickfrank1/chesspos,,8
psiz,Toolbox for inferring psychological embeddings.,26,6,Python,"psychology, cognitive, science",Pypi,https://pypi.org/project/psiz/,https://github.com/psiz-org/psiz,https://github.com/psiz-org/psiz,,8
museflow,Music sequence learning toolkit,4,0,Python,"deep-learning, music, music-information-retrieval, sequence-to-sequence, tensorflow",Pypi,https://pypi.org/project/museflow/,https://github.com/cifkao/museflow,https://github.com/cifkao/museflow,,8
relatio,'A Python package to extract narrative statements from text',19,6,Jupyter Notebook,"NLP, narrative",Pypi,https://pypi.org/project/relatio/,https://github.com/relatio-nlp/relatio,https://github.com/relatio-nlp/relatio,,8
ChronoNLP,Chrono is a hybrid rule-based and machine learning system that identifies temporal expressions in text and normalizes them into the Semantically Compositional Annotations for Temporal Expressions (SCATE) schema developed by Bethard and Parker. Chrono has emerged as the top performing system for SemEval 2018 Task 6: Parsing Time Normalizations.,2,4,Python,,Pypi,https://pypi.org/project/ChronoNLP/,https://github.com/AmyOlex/Chrono,https://github.com/AmyOlex/Chrono,,8
panoptes-he,A multi-resolution CNN to predict cancer histopathologic features,0,0,Python,"cancer, cnn, pathology, pathology-image",Pypi,https://pypi.org/project/panoptes-he/,https://github.com/rhong3/panoptes-he/,https://github.com/rhong3/panoptes-he,,8
modelai,A framework to help you build model much more easily.,150,19,Python,"deep-learning, keras, modelzoo, tensorflow",Pypi,https://pypi.org/project/modelai/,https://github.com/ModelZoo/ModelZoo,https://github.com/ModelZoo/ModelZoo,,8
high-order-layers,"Polynomial, piecewise polynomial, fourier series layers for tensorflow",2,0,Python,"chebyshev-polynomial, fourier-series, lagrange-interpolation, machine-learning-algorithms, piecewise-polynomial, python, tensorflow, tensorflow-layers",Pypi,https://pypi.org/project/high-order-layers/,https://github.com/jloveric/high-order-layers,https://github.com/jloveric/high-order-layers,,8
tf-centernet,CenterNet implementation by Tensorflow 2,1,0,Python,"centernet, tensorflow, object-detection, object-recognition, python, python3, tensorflow2",Pypi,https://pypi.org/project/tf-centernet/,https://github.com/Licht-T/tf-centernet,https://github.com/Licht-T/tf-centernet,,8
EmuPBk,ANN based 21-cm Powespectrum and Bispectrum Emulator,0,1,Python,"EmuPBk, ANN, emulation, on, 21-cm, powerspectrum, and, Bispectrum, parameter, estimation, cosmology, MCMC, 21-cm-bispectrum, 21-cm-physics, 21-cm-powerspectrum, artificial-neural-network, astronomy, cosmic-reionization, cosmology-inference, dark-ages, eor, epoch-of-reionization, parameter-estimation",Pypi,https://pypi.org/project/EmuPBk/,http://github.com/EmuPBk,,,8
deepsurvk,Implementation of DeepSurv using Keras,3,3,Python,"deepsurvk, data-science, deep-learning, keras, survival-analysis, tensorflow2",Pypi,https://pypi.org/project/deepsurvk/,https://github.com/arturomoncadatorres/deepsurvk,https://github.com/arturomoncadatorres/deepsurvk,,8
pygpso,Bayesian optimisation method leveraging Gaussian Processes surrogate,16,1,Python,"neuroscience, python3, gaussian-processes, optimisation, neuroscience-methods, bayesian-optimisation, gpflow, space-partition-tree, gaussian-processes-surrogate, scale-biophysical-models, partition-tree, brainweb",Pypi,https://pypi.org/project/pygpso/,https://github.com/jajcayn/pygpso,https://github.com/jajcayn/pygpso,,8
fcmpy,Fuzzy Cognitive Maps for Behavior Change Interventions and Evaluation,14,14,Python,,Pypi,https://pypi.org/project/fcmpy/,https://github.com/SamvelMK/FcmBci.git,https://github.com/SamvelMK/FcmBci,,8
coastseg-beta-package,An interactive jupyter notebook for downloading satellite imagery,16,4,Jupyter Notebook,"colab, earth-engine, jupyter, landsat, python",Pypi,https://pypi.org/project/coastseg-beta-package/,,https://github.com/SatelliteShorelines/CoastSeg,,8
DXC-RL,Python library which is extensively used for all AI projects,0,1,Jupyter Notebook,,Pypi,https://pypi.org/project/DXC-RL/,https://github.com/SureshAthanti/DXC-Industrialized-AI-Starter,https://github.com/SureshAthanti/DXC-Industrialized-AI-Starter,,7
maml,maml is a machine learning library for materials science.,0,0,,"materials, science, deep, learning",Pypi,https://pypi.org/project/maml/,http://maml.ai/,,,7
evalSemanticSeg,"Evaluate semantic segmentation for cutomized data, for models trained on cityscapes",0,0,Python,,Pypi,https://pypi.org/project/evalSemanticSeg/,https://github.com/ddatta-DAC/evalSemanticSeg,https://github.com/ddatta-DAC/evalSemanticSeg,,7
glom-tf,"Implement GLOM, part-whole hierarchies in TensorFlow",3,0,Python,"deep-learning, geoffrey-hinton, glom, keras, keras-tensorflow, machine-learning, neural-network, representation-learning, tensorflow, tensorflow2",Pypi,https://pypi.org/project/glom-tf/,https://github.com/Rishit-dagli/GLOM-TensorFlow,https://github.com/Rishit-dagli/GLOM-TensorFlow,,7
eda-fe-model,A python package to handle EDA and feature extraction and also return the best hyperparameters for a tabular classification problem.,0,0,Python,"EDA, Feature_selection, Model_hyper_parametrs",Pypi,https://pypi.org/project/eda-fe-model/,https://github.com/Akkimehr/eda-fe-model,https://github.com/Akkimehr/eda-fe-model,,7
kerastroke,"A suite of the generalization-improvement techniques Stroke, Pruning, and NeuroPlast",2,0,Python,"artificial-intelligence, dropout, machine-learning, neural-network, psychology",Pypi,https://pypi.org/project/kerastroke/,https://github.com/CharlesAverill/kerastroke/,https://github.com/CharlesAverill/kerastroke,,7
transferflow,Transfer learning for Tensorflow,27,10,Python,,Pypi,https://pypi.org/project/transferflow/,https://github.com/dominiek/transferflow,https://github.com/dominiek/transferflow,,7
iqradre,,1,0,Jupyter Notebook,"pytorch, deep, learning, machine",Pypi,https://pypi.org/project/iqradre/,https://github.com/nunenuh/iqradre,https://github.com/nunenuh/iqradre,,7
tati,ThermodynamicAnalyticsToolkit - analyze loss manifolds of neural networks,2,0,Python,"diffusion-maps, hamiltonian-dynamics, langevin-dynamics, neural-networks, sampling, statistical-analysis, thermodynamics",Pypi,https://pypi.org/project/tati/,https://github.com/alan-turing-institute/ThermodynamicAnalyticsToolkit,https://github.com/alan-turing-institute/ThermodynamicAnalyticsToolkit,,7
pydev-sample,Sample package to illustrate Python development,0,1,Python,,Pypi,https://pypi.org/project/pydev-sample/,https://github.com/mortonne/pydev_sample,https://github.com/mortonne/pydev_sample,,7
trainable-initial-state-rnn,TensorFlow Keras RNNs with trainable initial states,0,0,Python,"deep-learning, keras, recurrent-neural-networks, tensorflow",Pypi,https://pypi.org/project/trainable-initial-state-rnn/,https://github.com/artemmavrin/trainable-initial-state-rnn,https://github.com/artemmavrin/trainable-initial-state-rnn,,7
